ID,DESCRIPTION,Attribut1,Rated Current (A),Rated Voltage (V),Rated Voltage (VDC),Rated Breaking Capacity (A),Mounting,Application
A1276,"Indicators PN Electric Fuse, HRC, 3A, 400VAC, 150VDC, 200A (IR), Surface Mount",HRC,3A,400V,150V,200A,Surface Mount,Telecom
A1277,"AmpShield Electric Fuse, Time Lag Blow, 7A, 250VAC, 60VDC, 35A (IR), Panel Mount",Time Lag Blow,7A,250V,60V,35A,Panel Mount,Telecom
A1278,"AmpShield Electric Fuse, Time Lag Blow, 15A, 32VAC, 250VDC, 50A (IR), Surface Mount",Time Lag Blow,15A,32V,250V,50A,Surface Mount,Consumer Electronics
A1279,"Indicators PN Electric Fuse, HRC, 10A, 125VAC, 24VDC, 200A (IR), Through Hole",HRC,10A,125V,24V,200A,Through Hole,Consumer Electronics
A1280,"Voltguard Electric Fuse, HRC, 0.5A, 400VAC, 48VDC, 10000A (IR), Blade",HRC,0.5A,400V,48V,10000A,Blade,Automotive
A1281,"AmpShield Electric Fuse, Fast Blow, 1.5A, 125VAC, 60VDC, 35A (IR), Surface Mount",Fast Blow,1.5A,125V,60V,35A,Surface Mount,Automotive
A1282,"Indicators PN Electric Fuse, PTC, 0.5A, 300VAC, 250VDC, 100A (IR), Cartridge",PTC,0.5A,300V,250V,100A,Cartridge,Industrial
A1283,"Indicators PN Electric Fuse, PTC, 2A, 125VAC, 24VDC, 100A (IR), Panel Mount",PTC,2A,125V,24V,100A,Panel Mount,Industrial
A1284,"Indicators PN Electric Fuse, HRC, 20A, 250VAC, 24VDC, 10000A (IR), Blade",HRC,20A,250V,24V,10000A,Blade,Power Supply
A1285,"Indicators PN Electric Fuse, Slow Blow, 0.5A, 32VAC, 125VDC, 100A (IR), Surface Mount",Slow Blow,0.5A,32V,125V,100A,Surface Mount,Industrial
A1286,"Indicators PN Electric Fuse, PTC, 0.5A, 125VAC, 150VDC, 10000A (IR), Blade",PTC,0.5A,125V,150V,10000A,Blade,Automotive
A1287,"Indicators PN Electric Fuse, Resettable, 0.5A, 300VAC, 24VDC, 100A (IR), Blade",Resettable,0.5A,300V,24V,100A,Blade,Telecom
A1288,"AmpShield Electric Fuse, HRC, 7A, 63VAC, 150VDC, 10000A (IR), Panel Mount",HRC,7A,63V,150V,10000A,Panel Mount,Automotive
A1289,"Indicators PN Electric Fuse, PTC, 10A, 250VAC, 150VDC, 1500A (IR), Surface Mount",PTC,10A,250V,150V,1500A,Surface Mount,Consumer Electronics
A1290,"Indicators PN Electric Fuse, PTC, 15A, 125VAC, 150VDC, 50A (IR), Surface Mount",PTC,15A,125V,150V,50A,Surface Mount,Automotive
A1291,"ProtecTech Electric Fuse, HRC, 30A, 32VAC, 150VDC, 50A (IR), Panel Mount",HRC,30A,32V,150V,50A,Panel Mount,Industrial
A1292,"Voltguard Electric Fuse, Time Lag Blow, 5A, 250VAC, 125VDC, 10000A (IR), Panel Mount",Time Lag Blow,5A,250V,125V,10000A,Panel Mount,Telecom
A1293,"AmpShield Electric Fuse, Fast Blow, 1.5A, 32VAC, 24VDC, 50A (IR), Cartridge",Fast Blow,1.5A,32V,24V,50A,Cartridge,Power Supply
A1294,"Voltguard Electric Fuse, HRC, 25A, 125VAC, 60VDC, 1500A (IR), Panel Mount",HRC,25A,125V,60V,1500A,Panel Mount,Industrial
A1295,"ProtecTech Electric Fuse, PTC, 3A, 300VAC, 60VDC, 100A (IR), Cartridge",PTC,3A,300V,60V,100A,Cartridge,Automotive
A1296,"ProtecTech Electric Fuse, HRC, 25A, 400VAC, 48VDC, 35A (IR), Through Hole",HRC,25A,400V,48V,35A,Through Hole,Power Supply
A1297,"CircuitSafe Electric Fuse, Slow Blow, 7A, 125VAC, 48VDC, 50A (IR), Through Hole",Slow Blow,7A,125V,48V,50A,Through Hole,Automotive
A1298,"CircuitSafe Electric Fuse, Fast Blow, 25A, 250VAC, 250VDC, 10000A (IR), Blade",Fast Blow,25A,250V,250V,10000A,Blade,Power Supply
A1299,"Voltguard Electric Fuse, HRC, 20A, 125VAC, 150VDC, 100A (IR), Blade",HRC,20A,125V,150V,100A,Blade,Consumer Electronics
A1300,"Voltguard Electric Fuse, Slow Blow, 10A, 32VAC, 125VDC, 50A (IR), Surface Mount",Slow Blow,10A,32V,125V,50A,Surface Mount,Industrial
A1301,"Voltguard Electric Fuse, PTC, 20A, 63VAC, 48VDC, 200A (IR), Cartridge",PTC,20A,63V,48V,200A,Cartridge,Telecom
A1302,"Indicators PN Electric Fuse, PTC, 1.5A, 32VAC, 60VDC, 35A (IR), Surface Mount",PTC,1.5A,32V,60V,35A,Surface Mount,Consumer Electronics
A1303,"CircuitSafe Electric Fuse, HRC, 1A, 63VAC, 60VDC, 200A (IR), Through Hole",HRC,1A,63V,60V,200A,Through Hole,Power Supply
A1304,"CircuitSafe Electric Fuse, Slow Blow, 0.5A, 63VAC, 48VDC, 100A (IR), Through Hole",Slow Blow,0.5A,63V,48V,100A,Through Hole,Industrial
A1305,"Indicators PN Electric Fuse, Resettable, 1.5A, 125VAC, 150VDC, 50A (IR), Through Hole",Resettable,1.5A,125V,150V,50A,Through Hole,Industrial
A1306,"Indicators PN Electric Fuse, Fast Blow, 3A, 32VAC, 24VDC, 10000A (IR), Through Hole",Fast Blow,3A,32V,24V,10000A,Through Hole,Telecom
A1307,"Voltguard Electric Fuse, Time Lag Blow, 2A, 125VAC, 125VDC, 50A (IR), Cartridge",Time Lag Blow,2A,125V,125V,50A,Cartridge,Consumer Electronics
A1308,"Voltguard Electric Fuse, HRC, 20A, 250VAC, 250VDC, 35A (IR), Surface Mount",HRC,20A,250V,250V,35A,Surface Mount,Industrial
A1309,"ProtecTech Electric Fuse, Fast Blow, 2A, 300VAC, 125VDC, 10000A (IR), Cartridge",Fast Blow,2A,300V,125V,10000A,Cartridge,Consumer Electronics
A1310,"ProtecTech Electric Fuse, PTC, 25A, 63VAC, 24VDC, 1500A (IR), Panel Mount",PTC,25A,63V,24V,1500A,Panel Mount,Industrial
A1311,"ProtecTech Electric Fuse, Time Lag Blow, 1.5A, 125VAC, 48VDC, 35A (IR), Cartridge",Time Lag Blow,1.5A,125V,48V,35A,Cartridge,Industrial
A1312,"Indicators PN Electric Fuse, HRC, 10A, 63VAC, 250VDC, 35A (IR), Blade",HRC,10A,63V,250V,35A,Blade,Power Supply
A1313,"ProtecTech Electric Fuse, Fast Blow, 15A, 250VAC, 250VDC, 1500A (IR), Cartridge",Fast Blow,15A,250V,250V,1500A,Cartridge,Telecom
A1314,"AmpShield Electric Fuse, PTC, 1.5A, 125VAC, 250VDC, 100A (IR), Panel Mount",PTC,1.5A,125V,250V,100A,Panel Mount,Telecom
A1315,"Voltguard Electric Fuse, PTC, 3A, 300VAC, 125VDC, 10000A (IR), Panel Mount",PTC,3A,300V,125V,10000A,Panel Mount,Automotive
A1316,"AmpShield Electric Fuse, Fast Blow, 2A, 250VAC, 48VDC, 200A (IR), Through Hole",Fast Blow,2A,250V,48V,200A,Through Hole,Consumer Electronics
A1317,"Voltguard Electric Fuse, PTC, 20A, 63VAC, 60VDC, 100A (IR), Panel Mount",PTC,20A,63V,60V,100A,Panel Mount,Automotive
A1318,"Indicators PN Electric Fuse, Slow Blow, 3A, 250VAC, 150VDC, 100A (IR), Through Hole",Slow Blow,3A,250V,150V,100A,Through Hole,Power Supply
A1319,"AmpShield Electric Fuse, PTC, 15A, 300VAC, 60VDC, 200A (IR), Blade",PTC,15A,300V,60V,200A,Blade,Telecom
A1320,"Voltguard Electric Fuse, PTC, 5A, 250VAC, 60VDC, 100A (IR), Blade",PTC,5A,250V,60V,100A,Blade,Automotive
A1321,"CircuitSafe Electric Fuse, PTC, 2A, 125VAC, 250VDC, 35A (IR), Cartridge",PTC,2A,125V,250V,35A,Cartridge,Automotive
A1322,"Indicators PN Electric Fuse, HRC, 15A, 300VAC, 250VDC, 35A (IR), Cartridge",HRC,15A,300V,250V,35A,Cartridge,Industrial
A1323,"Voltguard Electric Fuse, Slow Blow, 1A, 125VAC, 24VDC, 1500A (IR), Through Hole",Slow Blow,1A,125V,24V,1500A,Through Hole,Consumer Electronics
A1324,"ProtecTech Electric Fuse, Resettable, 5A, 125VAC, 60VDC, 10000A (IR), Cartridge",Resettable,5A,125V,60V,10000A,Cartridge,Industrial
A1325,"CircuitSafe Electric Fuse, Fast Blow, 30A, 400VAC, 150VDC, 100A (IR), Surface Mount",Fast Blow,30A,400V,150V,100A,Surface Mount,Consumer Electronics
A1326,"ProtecTech Electric Fuse, Time Lag Blow, 7A, 250VAC, 150VDC, 10000A (IR), Surface Mount",Time Lag Blow,7A,250V,150V,10000A,Surface Mount,Telecom
A1327,"Voltguard Electric Fuse, Fast Blow, 7A, 63VAC, 48VDC, 10000A (IR), Through Hole",Fast Blow,7A,63V,48V,10000A,Through Hole,Telecom
A1328,"Indicators PN Electric Fuse, HRC, 20A, 300VAC, 125VDC, 10000A (IR), Blade",HRC,20A,300V,125V,10000A,Blade,Consumer Electronics
A1329,"AmpShield Electric Fuse, Time Lag Blow, 2A, 250VAC, 250VDC, 200A (IR), Through Hole",Time Lag Blow,2A,250V,250V,200A,Through Hole,Telecom
A1330,"Indicators PN Electric Fuse, HRC, 0.5A, 125VAC, 48VDC, 1500A (IR), Through Hole",HRC,0.5A,125V,48V,1500A,Through Hole,Consumer Electronics
A1331,"AmpShield Electric Fuse, PTC, 25A, 125VAC, 60VDC, 50A (IR), Blade",PTC,25A,125V,60V,50A,Blade,Telecom
A1332,"Indicators PN Electric Fuse, Resettable, 15A, 125VAC, 60VDC, 1500A (IR), Surface Mount",Resettable,15A,125V,60V,1500A,Surface Mount,Power Supply
A1333,"ProtecTech Electric Fuse, Fast Blow, 1.5A, 125VAC, 150VDC, 10000A (IR), Panel Mount",Fast Blow,1.5A,125V,150V,10000A,Panel Mount,Power Supply
A1334,"Voltguard Electric Fuse, PTC, 7A, 63VAC, 125VDC, 35A (IR), Panel Mount",PTC,7A,63V,125V,35A,Panel Mount,Telecom
A1335,"Voltguard Electric Fuse, PTC, 1A, 125VAC, 150VDC, 200A (IR), Cartridge",PTC,1A,125V,150V,200A,Cartridge,Automotive
A1336,"Indicators PN Electric Fuse, Slow Blow, 25A, 300VAC, 48VDC, 35A (IR), Panel Mount",Slow Blow,25A,300V,48V,35A,Panel Mount,Telecom
A1337,"CircuitSafe Electric Fuse, Fast Blow, 2A, 32VAC, 125VDC, 100A (IR), Through Hole",Fast Blow,2A,32V,125V,100A,Through Hole,Industrial
A1338,"Indicators PN Electric Fuse, Resettable, 15A, 32VAC, 125VDC, 35A (IR), Cartridge",Resettable,15A,32V,125V,35A,Cartridge,Power Supply
A1339,"ProtecTech Electric Fuse, Fast Blow, 5A, 250VAC, 125VDC, 50A (IR), Surface Mount",Fast Blow,5A,250V,125V,50A,Surface Mount,Industrial
A1340,"Voltguard Electric Fuse, PTC, 10A, 400VAC, 24VDC, 200A (IR), Through Hole",PTC,10A,400V,24V,200A,Through Hole,Industrial
A1341,"ProtecTech Electric Fuse, Time Lag Blow, 7A, 400VAC, 250VDC, 200A (IR), Through Hole",Time Lag Blow,7A,400V,250V,200A,Through Hole,Power Supply
A1342,"Voltguard Electric Fuse, Time Lag Blow, 20A, 63VAC, 150VDC, 10000A (IR), Blade",Time Lag Blow,20A,63V,150V,10000A,Blade,Consumer Electronics
A1343,"ProtecTech Electric Fuse, Slow Blow, 1.5A, 250VAC, 24VDC, 200A (IR), Panel Mount",Slow Blow,1.5A,250V,24V,200A,Panel Mount,Industrial
A1344,"Indicators PN Electric Fuse, Time Lag Blow, 20A, 250VAC, 125VDC, 200A (IR), Panel Mount",Time Lag Blow,20A,250V,125V,200A,Panel Mount,Automotive
A1345,"ProtecTech Electric Fuse, Time Lag Blow, 25A, 250VAC, 60VDC, 10000A (IR), Cartridge",Time Lag Blow,25A,250V,60V,10000A,Cartridge,Telecom
A1346,"AmpShield Electric Fuse, Fast Blow, 7A, 63VAC, 48VDC, 1500A (IR), Blade",Fast Blow,7A,63V,48V,1500A,Blade,Telecom
A1347,"Voltguard Electric Fuse, Resettable, 1.5A, 400VAC, 150VDC, 35A (IR), Blade",Resettable,1.5A,400V,150V,35A,Blade,Automotive
A1348,"AmpShield Electric Fuse, Fast Blow, 3A, 400VAC, 150VDC, 100A (IR), Surface Mount",Fast Blow,3A,400V,150V,100A,Surface Mount,Industrial
A1349,"CircuitSafe Electric Fuse, PTC, 15A, 32VAC, 60VDC, 35A (IR), Surface Mount",PTC,15A,32V,60V,35A,Surface Mount,Power Supply
A1350,"AmpShield Electric Fuse, PTC, 10A, 63VAC, 60VDC, 50A (IR), Panel Mount",PTC,10A,63V,60V,50A,Panel Mount,Automotive
A1351,"CircuitSafe Electric Fuse, Slow Blow, 1A, 400VAC, 250VDC, 10000A (IR), Blade",Slow Blow,1A,400V,250V,10000A,Blade,Telecom
A1352,"Indicators PN Electric Fuse, Resettable, 7A, 63VAC, 125VDC, 35A (IR), Surface Mount",Resettable,7A,63V,125V,35A,Surface Mount,Consumer Electronics
A1353,"AmpShield Electric Fuse, Resettable, 1.5A, 125VAC, 250VDC, 10000A (IR), Blade",Resettable,1.5A,125V,250V,10000A,Blade,Telecom
A1354,"AmpShield Electric Fuse, Slow Blow, 1A, 300VAC, 250VDC, 50A (IR), Blade",Slow Blow,1A,300V,250V,50A,Blade,Industrial
A1355,"CircuitSafe Electric Fuse, Time Lag Blow, 1.5A, 63VAC, 24VDC, 1500A (IR), Surface Mount",Time Lag Blow,1.5A,63V,24V,1500A,Surface Mount,Industrial
A1356,"CircuitSafe Electric Fuse, Slow Blow, 15A, 400VAC, 125VDC, 50A (IR), Surface Mount",Slow Blow,15A,400V,125V,50A,Surface Mount,Automotive
A1357,"Voltguard Electric Fuse, Fast Blow, 10A, 125VAC, 48VDC, 50A (IR), Surface Mount",Fast Blow,10A,125V,48V,50A,Surface Mount,Power Supply
A1358,"CircuitSafe Electric Fuse, PTC, 30A, 32VAC, 250VDC, 1500A (IR), Surface Mount",PTC,30A,32V,250V,1500A,Surface Mount,Telecom
A1359,"Voltguard Electric Fuse, PTC, 0.5A, 300VAC, 24VDC, 35A (IR), Blade",PTC,0.5A,300V,24V,35A,Blade,Industrial
A1360,"Indicators PN Electric Fuse, Time Lag Blow, 2A, 63VAC, 24VDC, 35A (IR), Blade",Time Lag Blow,2A,63V,24V,35A,Blade,Automotive
A1361,"Voltguard Electric Fuse, Time Lag Blow, 2A, 400VAC, 250VDC, 35A (IR), Through Hole",Time Lag Blow,2A,400V,250V,35A,Through Hole,Automotive
A1362,"CircuitSafe Electric Fuse, Resettable, 1.5A, 32VAC, 125VDC, 1500A (IR), Surface Mount",Resettable,1.5A,32V,125V,1500A,Surface Mount,Consumer Electronics
A1363,"AmpShield Electric Fuse, HRC, 25A, 63VAC, 150VDC, 50A (IR), Panel Mount",HRC,25A,63V,150V,50A,Panel Mount,Telecom
A1364,"Indicators PN Electric Fuse, Slow Blow, 2A, 63VAC, 24VDC, 100A (IR), Cartridge",Slow Blow,2A,63V,24V,100A,Cartridge,Industrial
A1365,"Voltguard Electric Fuse, PTC, 25A, 125VAC, 24VDC, 200A (IR), Through Hole",PTC,25A,125V,24V,200A,Through Hole,Telecom
A1366,"Indicators PN Electric Fuse, Slow Blow, 25A, 125VAC, 250VDC, 1500A (IR), Cartridge",Slow Blow,25A,125V,250V,1500A,Cartridge,Automotive
A1367,"ProtecTech Electric Fuse, Fast Blow, 7A, 125VAC, 150VDC, 200A (IR), Surface Mount",Fast Blow,7A,125V,150V,200A,Surface Mount,Power Supply
A1368,"CircuitSafe Electric Fuse, Fast Blow, 3A, 32VAC, 150VDC, 100A (IR), Blade",Fast Blow,3A,32V,150V,100A,Blade,Industrial
A1369,"CircuitSafe Electric Fuse, Fast Blow, 25A, 400VAC, 60VDC, 10000A (IR), Blade",Fast Blow,25A,400V,60V,10000A,Blade,Automotive
A1370,"ProtecTech Electric Fuse, Slow Blow, 20A, 300VAC, 125VDC, 200A (IR), Panel Mount",Slow Blow,20A,300V,125V,200A,Panel Mount,Industrial
A1371,"CircuitSafe Electric Fuse, HRC, 30A, 32VAC, 48VDC, 35A (IR), Panel Mount",HRC,30A,32V,48V,35A,Panel Mount,Automotive
A1372,"Voltguard Electric Fuse, Fast Blow, 30A, 250VAC, 48VDC, 1500A (IR), Surface Mount",Fast Blow,30A,250V,48V,1500A,Surface Mount,Automotive
A1373,"Indicators PN Electric Fuse, Time Lag Blow, 10A, 125VAC, 48VDC, 50A (IR), Blade",Time Lag Blow,10A,125V,48V,50A,Blade,Industrial
A1374,"CircuitSafe Electric Fuse, Fast Blow, 30A, 300VAC, 125VDC, 10000A (IR), Cartridge",Fast Blow,30A,300V,125V,10000A,Cartridge,Industrial
A1375,"Voltguard Electric Fuse, Time Lag Blow, 25A, 32VAC, 150VDC, 200A (IR), Cartridge",Time Lag Blow,25A,32V,150V,200A,Cartridge,Automotive
A1376,"Voltguard Electric Fuse, Resettable, 5A, 125VAC, 48VDC, 50A (IR), Panel Mount",Resettable,5A,125V,48V,50A,Panel Mount,Automotive
A1377,"CircuitSafe Electric Fuse, Resettable, 30A, 400VAC, 48VDC, 1500A (IR), Blade",Resettable,30A,400V,48V,1500A,Blade,Power Supply
A1378,"Voltguard Electric Fuse, Fast Blow, 10A, 400VAC, 24VDC, 35A (IR), Blade",Fast Blow,10A,400V,24V,35A,Blade,Automotive
A1379,"ProtecTech Electric Fuse, Slow Blow, 25A, 63VAC, 48VDC, 50A (IR), Surface Mount",Slow Blow,25A,63V,48V,50A,Surface Mount,Industrial
A1380,"CircuitSafe Electric Fuse, HRC, 2A, 63VAC, 150VDC, 35A (IR), Blade",HRC,2A,63V,150V,35A,Blade,Telecom
A1381,"Voltguard Electric Fuse, Fast Blow, 30A, 63VAC, 48VDC, 200A (IR), Through Hole",Fast Blow,30A,63V,48V,200A,Through Hole,Power Supply
A1382,"AmpShield Electric Fuse, Time Lag Blow, 3A, 300VAC, 125VDC, 10000A (IR), Through Hole",Time Lag Blow,3A,300V,125V,10000A,Through Hole,Consumer Electronics
A1383,"AmpShield Electric Fuse, Slow Blow, 5A, 250VAC, 125VDC, 50A (IR), Blade",Slow Blow,5A,250V,125V,50A,Blade,Telecom
A1384,"AmpShield Electric Fuse, HRC, 20A, 400VAC, 125VDC, 50A (IR), Blade",HRC,20A,400V,125V,50A,Blade,Automotive
A1385,"Voltguard Electric Fuse, PTC, 1A, 125VAC, 150VDC, 1500A (IR), Through Hole",PTC,1A,125V,150V,1500A,Through Hole,Power Supply
A1386,"ProtecTech Electric Fuse, Time Lag Blow, 7A, 250VAC, 60VDC, 200A (IR), Cartridge",Time Lag Blow,7A,250V,60V,200A,Cartridge,Telecom
A1387,"Voltguard Electric Fuse, HRC, 10A, 32VAC, 60VDC, 50A (IR), Blade",HRC,10A,32V,60V,50A,Blade,Industrial
A1388,"AmpShield Electric Fuse, Fast Blow, 0.5A, 32VAC, 150VDC, 10000A (IR), Cartridge",Fast Blow,0.5A,32V,150V,10000A,Cartridge,Telecom
A1389,"ProtecTech Electric Fuse, PTC, 7A, 400VAC, 60VDC, 200A (IR), Blade",PTC,7A,400V,60V,200A,Blade,Consumer Electronics
A1390,"Voltguard Electric Fuse, Slow Blow, 7A, 32VAC, 24VDC, 200A (IR), Panel Mount",Slow Blow,7A,32V,24V,200A,Panel Mount,Industrial
A1391,"Indicators PN Electric Fuse, PTC, 3A, 400VAC, 60VDC, 1500A (IR), Blade",PTC,3A,400V,60V,1500A,Blade,Consumer Electronics
A1392,"Indicators PN Electric Fuse, Resettable, 7A, 250VAC, 250VDC, 50A (IR), Through Hole",Resettable,7A,250V,250V,50A,Through Hole,Telecom
A1393,"ProtecTech Electric Fuse, Time Lag Blow, 25A, 400VAC, 250VDC, 35A (IR), Through Hole",Time Lag Blow,25A,400V,250V,35A,Through Hole,Consumer Electronics
A1394,"Voltguard Electric Fuse, PTC, 25A, 63VAC, 60VDC, 50A (IR), Panel Mount",PTC,25A,63V,60V,50A,Panel Mount,Power Supply
A1395,"ProtecTech Electric Fuse, Slow Blow, 1A, 32VAC, 250VDC, 10000A (IR), Blade",Slow Blow,1A,32V,250V,10000A,Blade,Telecom
A1396,"CircuitSafe Electric Fuse, Slow Blow, 15A, 63VAC, 125VDC, 50A (IR), Blade",Slow Blow,15A,63V,125V,50A,Blade,Consumer Electronics
A1397,"Indicators PN Electric Fuse, HRC, 15A, 400VAC, 125VDC, 1500A (IR), Cartridge",HRC,15A,400V,125V,1500A,Cartridge,Telecom
A1398,"AmpShield Electric Fuse, Slow Blow, 25A, 300VAC, 60VDC, 50A (IR), Cartridge",Slow Blow,25A,300V,60V,50A,Cartridge,Industrial
A1399,"Indicators PN Electric Fuse, Resettable, 3A, 32VAC, 48VDC, 200A (IR), Surface Mount",Resettable,3A,32V,48V,200A,Surface Mount,Automotive
A1400,"Voltguard Electric Fuse, Resettable, 7A, 300VAC, 125VDC, 10000A (IR), Cartridge",Resettable,7A,300V,125V,10000A,Cartridge,Telecom
A1401,"Voltguard Electric Fuse, Fast Blow, 5A, 63VAC, 250VDC, 50A (IR), Through Hole",Fast Blow,5A,63V,250V,50A,Through Hole,Telecom
A1402,"Indicators PN Electric Fuse, HRC, 1A, 250VAC, 150VDC, 50A (IR), Through Hole",HRC,1A,250V,150V,50A,Through Hole,Industrial
A1403,"Indicators PN Electric Fuse, Resettable, 1.5A, 63VAC, 60VDC, 200A (IR), Blade",Resettable,1.5A,63V,60V,200A,Blade,Power Supply
A1404,"CircuitSafe Electric Fuse, Resettable, 1.5A, 32VAC, 60VDC, 35A (IR), Blade",Resettable,1.5A,32V,60V,35A,Blade,Automotive
A1405,"Indicators PN Electric Fuse, Slow Blow, 5A, 32VAC, 150VDC, 50A (IR), Blade",Slow Blow,5A,32V,150V,50A,Blade,Telecom
A1406,"Indicators PN Electric Fuse, Slow Blow, 0.5A, 125VAC, 24VDC, 10000A (IR), Panel Mount",Slow Blow,0.5A,125V,24V,10000A,Panel Mount,Automotive
A1407,"AmpShield Electric Fuse, Fast Blow, 15A, 32VAC, 125VDC, 1500A (IR), Panel Mount",Fast Blow,15A,32V,125V,1500A,Panel Mount,Consumer Electronics
A1408,"CircuitSafe Electric Fuse, PTC, 5A, 300VAC, 125VDC, 100A (IR), Cartridge",PTC,5A,300V,125V,100A,Cartridge,Consumer Electronics
A1409,"CircuitSafe Electric Fuse, Fast Blow, 5A, 400VAC, 125VDC, 200A (IR), Panel Mount",Fast Blow,5A,400V,125V,200A,Panel Mount,Automotive
A1410,"Indicators PN Electric Fuse, Time Lag Blow, 1A, 32VAC, 125VDC, 10000A (IR), Blade",Time Lag Blow,1A,32V,125V,10000A,Blade,Industrial
A1411,"AmpShield Electric Fuse, HRC, 1A, 300VAC, 60VDC, 10000A (IR), Through Hole",HRC,1A,300V,60V,10000A,Through Hole,Consumer Electronics
A1412,"Indicators PN Electric Fuse, HRC, 25A, 400VAC, 125VDC, 1500A (IR), Blade",HRC,25A,400V,125V,1500A,Blade,Industrial
A1413,"AmpShield Electric Fuse, Resettable, 5A, 32VAC, 250VDC, 100A (IR), Surface Mount",Resettable,5A,32V,250V,100A,Surface Mount,Consumer Electronics
A1414,"CircuitSafe Electric Fuse, Fast Blow, 20A, 250VAC, 125VDC, 10000A (IR), Panel Mount",Fast Blow,20A,250V,125V,10000A,Panel Mount,Automotive
A1415,"ProtecTech Electric Fuse, PTC, 10A, 400VAC, 250VDC, 35A (IR), Blade",PTC,10A,400V,250V,35A,Blade,Consumer Electronics
A1416,"Voltguard Electric Fuse, Fast Blow, 30A, 63VAC, 150VDC, 1500A (IR), Panel Mount",Fast Blow,30A,63V,150V,1500A,Panel Mount,Automotive
A1417,"AmpShield Electric Fuse, PTC, 1A, 125VAC, 250VDC, 1500A (IR), Blade",PTC,1A,125V,250V,1500A,Blade,Industrial
A1418,"Voltguard Electric Fuse, Slow Blow, 10A, 400VAC, 150VDC, 50A (IR), Through Hole",Slow Blow,10A,400V,150V,50A,Through Hole,Industrial
A1419,"CircuitSafe Electric Fuse, Resettable, 30A, 32VAC, 24VDC, 200A (IR), Surface Mount",Resettable,30A,32V,24V,200A,Surface Mount,Industrial
A1420,"Voltguard Electric Fuse, PTC, 3A, 63VAC, 250VDC, 100A (IR), Blade",PTC,3A,63V,250V,100A,Blade,Automotive
A1421,"ProtecTech Electric Fuse, HRC, 25A, 400VAC, 125VDC, 35A (IR), Cartridge",HRC,25A,400V,125V,35A,Cartridge,Industrial
A1422,"AmpShield Electric Fuse, HRC, 1A, 400VAC, 60VDC, 200A (IR), Blade",HRC,1A,400V,60V,200A,Blade,Power Supply
A1423,"Indicators PN Electric Fuse, Fast Blow, 2A, 125VAC, 24VDC, 100A (IR), Surface Mount",Fast Blow,2A,125V,24V,100A,Surface Mount,Automotive
A1424,"CircuitSafe Electric Fuse, Time Lag Blow, 30A, 300VAC, 48VDC, 10000A (IR), Surface Mount",Time Lag Blow,30A,300V,48V,10000A,Surface Mount,Power Supply
A1425,"Indicators PN Electric Fuse, Fast Blow, 5A, 250VAC, 150VDC, 10000A (IR), Surface Mount",Fast Blow,5A,250V,150V,10000A,Surface Mount,Consumer Electronics
A1426,"Voltguard Electric Fuse, HRC, 15A, 63VAC, 125VDC, 200A (IR), Cartridge",HRC,15A,63V,125V,200A,Cartridge,Consumer Electronics
A1427,"Indicators PN Electric Fuse, HRC, 25A, 300VAC, 150VDC, 50A (IR), Surface Mount",HRC,25A,300V,150V,50A,Surface Mount,Telecom
A1428,"AmpShield Electric Fuse, HRC, 10A, 125VAC, 48VDC, 100A (IR), Through Hole",HRC,10A,125V,48V,100A,Through Hole,Telecom
A1429,"CircuitSafe Electric Fuse, Fast Blow, 20A, 125VAC, 48VDC, 10000A (IR), Surface Mount",Fast Blow,20A,125V,48V,10000A,Surface Mount,Power Supply
A1430,"Voltguard Electric Fuse, Time Lag Blow, 15A, 400VAC, 24VDC, 100A (IR), Panel Mount",Time Lag Blow,15A,400V,24V,100A,Panel Mount,Telecom
A1431,"Voltguard Electric Fuse, PTC, 3A, 400VAC, 125VDC, 35A (IR), Cartridge",PTC,3A,400V,125V,35A,Cartridge,Industrial
A1432,"AmpShield Electric Fuse, Resettable, 2A, 400VAC, 250VDC, 35A (IR), Through Hole",Resettable,2A,400V,250V,35A,Through Hole,Telecom
A1433,"AmpShield Electric Fuse, Time Lag Blow, 25A, 63VAC, 24VDC, 1500A (IR), Blade",Time Lag Blow,25A,63V,24V,1500A,Blade,Consumer Electronics
A1434,"CircuitSafe Electric Fuse, Resettable, 10A, 125VAC, 125VDC, 200A (IR), Surface Mount",Resettable,10A,125V,125V,200A,Surface Mount,Power Supply
A1435,"Voltguard Electric Fuse, Time Lag Blow, 30A, 63VAC, 250VDC, 1500A (IR), Blade",Time Lag Blow,30A,63V,250V,1500A,Blade,Automotive
A1436,"ProtecTech Electric Fuse, Time Lag Blow, 20A, 32VAC, 250VDC, 100A (IR), Blade",Time Lag Blow,20A,32V,250V,100A,Blade,Industrial
A1437,"Voltguard Electric Fuse, Fast Blow, 10A, 400VAC, 125VDC, 100A (IR), Through Hole",Fast Blow,10A,400V,125V,100A,Through Hole,Industrial
A1438,"Indicators PN Electric Fuse, Resettable, 2A, 400VAC, 250VDC, 35A (IR), Cartridge",Resettable,2A,400V,250V,35A,Cartridge,Power Supply
A1439,"Indicators PN Electric Fuse, Resettable, 1.5A, 250VAC, 125VDC, 10000A (IR), Through Hole",Resettable,1.5A,250V,125V,10000A,Through Hole,Automotive
A1440,"ProtecTech Electric Fuse, Time Lag Blow, 10A, 63VAC, 24VDC, 35A (IR), Panel Mount",Time Lag Blow,10A,63V,24V,35A,Panel Mount,Consumer Electronics
